Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied
ORD00002739,PROD00002739,USER00002739,2023-01-02,2024-08-29,Books,357.48,3,,Not Returned,,40,Female,City3,Debit Card,Standard,48.72
ORD00002740,PROD00002740,USER00002740,2024-11-30,2023-12-07,Clothing,472.83,5,Not as described,Returned,-507.0,52,Male,City3,Debit Card,Express,9.47
ORD00002741,PROD00002741,USER00002741,2023-10-25,2024-08-29,Books,15.02,1,,Not Returned,,40,Female,City11,PayPal,Standard,49.19
ORD00002742,PROD00002742,USER00002742,2024-01-06,2024-08-29,Books,172.83,4,,Not Returned,,63,Male,City36,PayPal,Next-Day,30.47
ORD00002743,PROD00002743,USER00002743,2023-08-30,2024-02-23,Toys,81.01,1,Not as described,Returned,177.0,54,Female,City38,Debit Card,Standard,44.09
ORD00002744,PROD00002744,USER00002744,2023-12-12,2024-08-20,Clothing,283.92,5,Defective,Returned,252.0,59,Female,City39,Gift Card,Next-Day,39.84
ORD00002745,PROD00002745,USER00002745,2024-11-03,2024-08-29,Books,256.2,5,,Not Returned,,29,Male,City6,Debit Card,Standard,35.41
ORD00002746,PROD00002746,USER00002746,2024-03-19,2023-03-07,Clothing,126.56,2,Wrong item,Returned,-260.0,58,Female,City99,Gift Card,Next-Day,45.83
ORD00002747,PROD00002747,USER00002747,2023-02-21,2024-08-29,Toys,427.55,2,,Not Returned,,48,Female,City13,Debit Card,Express,28.83
ORD00002748,PROD00002748,USER00002748,2023-01-21,2023-08-16,Clothing,89.8,5,Changed mind,Returned,207.0,67,Female,City71,PayPal,Next-Day,9.51
ORD00002749,PROD00002749,USER00002749,2023-09-09,2024-08-29,Home,112.37,1,,Not Returned,,60,Female,City45,PayPal,Next-Day,33.05
ORD00002750,PROD00002750,USER00002750,2023-01-21,2024-08-29,Toys,448.57,1,,Not Returned,,33,Female,City45,PayPal,Express,12.62
ORD00002751,PROD00002751,USER00002751,2023-06-02,2023-04-12,Books,11.0,2,Wrong item,Returned,301.0,44,Male,City91,Credit Card,Next-Day,12.4
ORD00002752,PROD00002752,USER00002752,2024-09-30,2024-08-29,Home,489.09,1,,Not Returned,,58,Male,City27,Gift Card,Standard,0.48
ORD00002753,PROD00002753,USER00002753,2024-06-19,2024-08-29,Toys,405.18,2,,Not Returned,,62,Male,City8,Gift Card,Next-Day,18.07
ORD00002754,PROD00002754,USER00002754,2024-04-11,2023-07-16,Home,141.07,2,Not as described,Returned,-477.0,52,Female,City77,Gift Card,Express,8.47
ORD00002755,PROD00002755,USER00002755,2024-10-06,2024-08-29,Clothing,328.12,1,,Not Returned,,69,Female,City52,Gift Card,Next-Day,31.79
ORD00002756,PROD00002756,USER00002756,2023-08-29,2024-08-29,Toys,9.77,1,,Not Returned,,60,Male,City89,Credit Card,Next-Day,33.72
ORD00002757,PROD00002757,USER00002757,2023-11-13,2024-01-16,Electronics,404.5,5,Wrong item,Returned,64.0,61,Male,City57,Credit Card,Next-Day,10.92
ORD00002758,PROD00002758,USER00002758,2023-05-11,2024-08-05,Books,423.67,1,Not as described,Returned,185.0,59,Male,City45,Debit Card,Express,33.25
ORD00002759,PROD00002759,USER00002759,2024-05-11,2024-08-29,Clothing,183.18,3,,Not Returned,,38,Male,City3,PayPal,Next-Day,45.71
ORD00002760,PROD00002760,USER00002760,2023-04-07,2024-08-29,Toys,229.53,4,,Not Returned,,51,Male,City80,Gift Card,Standard,6.01
ORD00002761,PROD00002761,USER00002761,2024-03-21,2023-04-06,Books,82.19,1,Not as described,Returned,-291.0,42,Male,City35,PayPal,Express,42.99
ORD00002762,PROD00002762,USER00002762,2024-03-13,2024-08-29,Electronics,334.5,1,,Not Returned,,50,Male,City98,Credit Card,Express,1.56
ORD00002763,PROD00002763,USER00002763,2024-10-19,2024-08-29,Electronics,163.51,3,,Not Returned,,70,Male,City52,Gift Card,Express,27.76
ORD00002764,PROD00002764,USER00002764,2023-05-31,2023-12-22,Clothing,191.83,4,Wrong item,Returned,205.0,45,Female,City77,Credit Card,Standard,48.67
ORD00002765,PROD00002765,USER00002765,2024-11-07,2024-08-29,Toys,469.32,1,,Not Returned,,60,Male,City42,Debit Card,Express,47.23
ORD00002766,PROD00002766,USER00002766,2024-04-07,2023-03-29,Toys,48.66,4,Wrong item,Returned,-463.0,47,Male,City40,PayPal,Express,27.85
ORD00002767,PROD00002767,USER00002767,2023-09-09,2024-08-29,Electronics,161.69,4,,Not Returned,,21,Male,City62,PayPal,Next-Day,6.22
ORD00002768,PROD00002768,USER00002768,2024-07-27,2024-08-29,Electronics,495.17,3,,Not Returned,,36,Male,City50,Gift Card,Express,10.12
ORD00002769,PROD00002769,USER00002769,2023-05-01,2024-08-29,Toys,131.11,1,,Not Returned,,67,Female,City79,PayPal,Standard,21.41
ORD00002770,PROD00002770,USER00002770,2023-04-04,2024-08-29,Clothing,82.32,1,,Not Returned,,30,Male,City15,Debit Card,Express,28.19
ORD00002771,PROD00002771,USER00002771,2023-06-12,2024-08-29,Clothing,417.2,1,,Not Returned,,55,Female,City26,PayPal,Next-Day,32.99
ORD00002772,PROD00002772,USER00002772,2023-09-17,2024-08-29,Books,329.94,2,,Not Returned,,39,Female,City63,Credit Card,Express,49.03
ORD00002773,PROD00002773,USER00002773,2023-02-09,2024-08-29,Electronics,464.38,5,,Not Returned,,24,Female,City78,Credit Card,Standard,7.08
ORD00002774,PROD00002774,USER00002774,2024-02-01,2024-08-29,Books,105.07,4,,Not Returned,,29,Female,City1,Credit Card,Standard,12.36
ORD00002775,PROD00002775,USER00002775,2023-07-30,2024-08-29,Electronics,439.11,5,,Not Returned,,21,Female,City96,Gift Card,Express,7.14
ORD00002776,PROD00002776,USER00002776,2023-05-05,2024-08-29,Toys,389.69,4,,Not Returned,,21,Male,City83,PayPal,Standard,35.14
ORD00002777,PROD00002777,USER00002777,2023-08-09,2023-08-05,Books,257.41,4,Defective,Returned,-123.0,63,Male,City13,Gift Card,Next-Day,22.37
ORD00002778,PROD00002778,USER00002778,2024-08-29,2024-07-09,Electronics,448.24,3,Wrong item,Returned,9.0,23,Male,City29,Credit Card,Next-Day,47.6
ORD00002779,PROD00002779,USER00002779,2024-12-04,2024-07-30,Electronics,326.37,1,Wrong item,Returned,109.0,59,Female,City75,Gift Card,Next-Day,21.9
ORD00002780,PROD00002780,USER00002780,2023-09-20,2024-02-07,Electronics,195.91,1,Not as described,Returned,286.0,36,Female,City37,Credit Card,Express,17.78
ORD00002781,PROD00002781,USER00002781,2023-10-29,2024-12-29,Toys,112.01,3,Wrong item,Returned,427.0,67,Male,City89,Credit Card,Standard,24.98
ORD00002782,PROD00002782,USER00002782,2023-11-22,2024-08-29,Books,10.2,3,,Not Returned,,26,Male,City13,Credit Card,Express,11.36
ORD00002783,PROD00002783,USER00002783,2023-01-30,2024-08-29,Clothing,396.87,1,,Not Returned,,22,Male,City6,Debit Card,Next-Day,39.12
ORD00002784,PROD00002784,USER00002784,2023-08-02,2024-07-26,Books,100.99,2,Changed mind,Returned,534.0,68,Male,City12,Debit Card,Express,29.13
ORD00002785,PROD00002785,USER00002785,2024-07-19,2024-10-17,Electronics,296.14,2,Defective,Returned,90.0,36,Male,City43,PayPal,Next-Day,33.71
ORD00002786,PROD00002786,USER00002786,2023-09-06,2023-09-30,Home,188.35,4,Defective,Returned,113.0,69,Male,City90,Debit Card,Express,16.99
ORD00002787,PROD00002787,USER00002787,2024-11-06,2023-11-19,Clothing,167.88,2,Defective,Returned,-205.0,55,Female,City17,PayPal,Standard,16.52
ORD00002788,PROD00002788,USER00002788,2024-01-17,2024-08-29,Clothing,67.14,2,,Not Returned,,20,Male,City50,Credit Card,Express,22.71
ORD00002789,PROD00002789,USER00002789,2023-08-13,2024-08-29,Home,365.19,5,,Not Returned,,35,Male,City75,Debit Card,Standard,2.02
ORD00002790,PROD00002790,USER00002790,2023-05-18,2024-08-29,Toys,132.42,2,,Not Returned,,52,Male,City23,Credit Card,Express,16.86
ORD00002791,PROD00002791,USER00002791,2024-08-02,2024-08-29,Toys,160.19,5,,Not Returned,,36,Male,City6,Gift Card,Express,2.93
ORD00002792,PROD00002792,USER00002792,2023-02-26,2024-08-29,Clothing,338.86,3,,Not Returned,,46,Male,City22,Credit Card,Next-Day,10.31
ORD00002793,PROD00002793,USER00002793,2024-02-16,2024-08-29,Toys,376.89,3,,Not Returned,,23,Male,City96,PayPal,Standard,5.63
ORD00002794,PROD00002794,USER00002794,2023-10-13,2023-05-29,Electronics,197.4,4,Not as described,Returned,-137.0,57,Male,City6,Gift Card,Next-Day,25.57
ORD00002795,PROD00002795,USER00002795,2024-09-21,2024-08-29,Clothing,413.31,1,,Not Returned,,24,Female,City44,Gift Card,Express,39.58
ORD00002796,PROD00002796,USER00002796,2023-06-12,2023-10-22,Electronics,64.9,1,Not as described,Returned,-45.0,57,Female,City13,PayPal,Next-Day,48.5
ORD00002797,PROD00002797,USER00002797,2023-06-06,2024-08-29,Electronics,321.71,2,,Not Returned,,46,Male,City19,Credit Card,Next-Day,22.94
ORD00002798,PROD00002798,USER00002798,2024-09-28,2024-11-13,Electronics,293.66,5,Wrong item,Returned,46.0,53,Female,City91,PayPal,Next-Day,22.61
ORD00002799,PROD00002799,USER00002799,2024-10-09,2024-08-29,Clothing,133.21,3,,Not Returned,,48,Female,City52,Debit Card,Standard,45.51
ORD00002800,PROD00002800,USER00002800,2023-09-19,2023-10-10,Electronics,360.72,3,Not as described,Returned,21.0,29,Male,City90,Credit Card,Express,47.82
ORD00002801,PROD00002801,USER00002801,2023-12-08,2024-03-16,Clothing,155.5,5,Wrong item,Returned,217.0,26,Male,City58,Credit Card,Next-Day,34.47
ORD00002802,PROD00002802,USER00002802,2023-10-15,2023-09-29,Clothing,370.26,3,Wrong item,Returned,-16.0,38,Female,City74,Gift Card,Standard,47.12
ORD00002803,PROD00002803,USER00002803,2024-09-28,2024-08-29,Electronics,195.55,1,,Not Returned,,36,Male,City1,Gift Card,Next-Day,22.26
ORD00002804,PROD00002804,USER00002804,2024-03-28,2024-04-06,Clothing,443.05,4,Changed mind,Returned,68.0,38,Male,City20,Debit Card,Express,24.18
ORD00002805,PROD00002805,USER00002805,2023-04-10,2023-07-12,Toys,304.23,2,Defective,Returned,64.0,27,Female,City54,Credit Card,Standard,8.78
ORD00002806,PROD00002806,USER00002806,2023-09-26,2024-12-06,Books,175.58,1,Defective,Returned,260.0,35,Male,City42,Debit Card,Next-Day,4.95
ORD00002807,PROD00002807,USER00002807,2023-03-28,2024-08-29,Electronics,224.1,3,,Not Returned,,49,Female,City11,PayPal,Express,17.34
ORD00002808,PROD00002808,USER00002808,2023-04-03,2023-12-29,Electronics,353.79,4,Wrong item,Returned,300.0,18,Male,City95,Credit Card,Next-Day,12.92
ORD00002809,PROD00002809,USER00002809,2024-03-22,2024-08-29,Electronics,242.75,4,,Not Returned,,42,Male,City89,PayPal,Standard,26.35
ORD00002810,PROD00002810,USER00002810,2024-11-13,2023-08-09,Books,203.76,3,Wrong item,Returned,-432.0,49,Male,City77,Gift Card,Next-Day,27.87
ORD00002811,PROD00002811,USER00002811,2024-10-21,2024-07-13,Toys,63.84,2,Defective,Returned,-100.0,45,Female,City99,Gift Card,Next-Day,29.6
ORD00002812,PROD00002812,USER00002812,2023-07-22,2023-09-08,Toys,88.5,4,Changed mind,Returned,18.0,21,Male,City83,Credit Card,Express,2.58
ORD00002813,PROD00002813,USER00002813,2023-02-28,2024-08-29,Books,365.21,1,,Not Returned,,38,Male,City72,Debit Card,Express,19.5
ORD00002814,PROD00002814,USER00002814,2024-02-06,2024-08-29,Home,87.32,2,,Not Returned,,55,Female,City82,Debit Card,Standard,21.23
ORD00002815,PROD00002815,USER00002815,2024-10-08,2024-08-29,Books,149.97,3,,Not Returned,,46,Male,City49,Debit Card,Express,45.6
ORD00002816,PROD00002816,USER00002816,2023-03-03,2024-08-29,Electronics,464.97,3,,Not Returned,,50,Male,City94,PayPal,Next-Day,17.08
ORD00002817,PROD00002817,USER00002817,2024-09-27,2024-08-29,Toys,225.95,2,,Not Returned,,54,Male,City94,Credit Card,Standard,27.3
ORD00002818,PROD00002818,USER00002818,2024-09-24,2024-01-09,Home,209.97,4,Not as described,Returned,-23.0,30,Male,City42,Credit Card,Standard,43.63
ORD00002819,PROD00002819,USER00002819,2024-05-08,2024-08-29,Toys,356.37,4,,Not Returned,,42,Male,City86,PayPal,Standard,42.47
ORD00002820,PROD00002820,USER00002820,2023-07-05,2024-08-29,Books,247.18,2,,Not Returned,,51,Female,City59,Debit Card,Express,40.42
ORD00002821,PROD00002821,USER00002821,2024-03-04,2024-08-29,Electronics,178.12,4,,Not Returned,,53,Male,City85,Credit Card,Next-Day,39.93
ORD00002822,PROD00002822,USER00002822,2024-01-16,2024-05-01,Clothing,326.16,3,Changed mind,Returned,-11.0,58,Female,City37,Credit Card,Next-Day,37.38
ORD00002823,PROD00002823,USER00002823,2023-11-01,2024-03-12,Home,166.94,5,Defective,Returned,692.0,18,Male,City23,Gift Card,Express,36.24
ORD00002824,PROD00002824,USER00002824,2024-11-28,2024-12-30,Electronics,111.12,1,Wrong item,Returned,32.0,23,Female,City97,Credit Card,Express,35.03
ORD00002825,PROD00002825,USER00002825,2024-08-12,2023-07-26,Toys,412.55,1,Not as described,Returned,-501.0,70,Male,City1,PayPal,Standard,41.43
ORD00002826,PROD00002826,USER00002826,2024-07-01,2024-08-29,Clothing,39.45,4,,Not Returned,,25,Female,City88,Credit Card,Standard,27.56
ORD00002827,PROD00002827,USER00002827,2023-02-22,2024-08-29,Home,268.58,1,,Not Returned,,69,Female,City52,PayPal,Express,3.86
ORD00002828,PROD00002828,USER00002828,2023-08-04,2024-11-01,Toys,304.86,2,Not as described,Returned,278.0,37,Male,City39,Debit Card,Next-Day,11.39
ORD00002829,PROD00002829,USER00002829,2024-01-07,2023-12-08,Home,417.77,1,Defective,Returned,-324.0,47,Female,City95,Credit Card,Express,12.86
ORD00002830,PROD00002830,USER00002830,2023-12-14,2024-08-29,Toys,410.26,2,,Not Returned,,41,Female,City53,Credit Card,Express,48.35
ORD00002831,PROD00002831,USER00002831,2023-07-12,2024-08-29,Electronics,63.7,5,,Not Returned,,20,Female,City16,PayPal,Standard,5.44
ORD00002832,PROD00002832,USER00002832,2023-04-06,2024-03-26,Home,190.11,4,Defective,Returned,296.0,59,Female,City53,Debit Card,Next-Day,44.7
ORD00002833,PROD00002833,USER00002833,2023-02-03,2023-03-17,Toys,159.42,3,Not as described,Returned,15.0,42,Male,City4,Gift Card,Express,1.62
ORD00002834,PROD00002834,USER00002834,2023-01-05,2024-08-29,Clothing,490.93,3,,Not Returned,,22,Male,City32,Debit Card,Express,2.27
ORD00002835,PROD00002835,USER00002835,2024-04-14,2024-12-22,Clothing,475.84,5,Not as described,Returned,252.0,65,Male,City47,Credit Card,Express,3.08
ORD00002836,PROD00002836,USER00002836,2023-02-28,2024-08-29,Toys,328.66,3,,Not Returned,,61,Male,City75,Gift Card,Standard,45.78
ORD00002837,PROD00002837,USER00002837,2023-05-17,2023-01-06,Books,223.03,3,Changed mind,Returned,15.0,50,Male,City99,Debit Card,Express,27.61
ORD00002838,PROD00002838,USER00002838,2024-04-20,2023-04-24,Home,337.62,1,Defective,Returned,-362.0,19,Male,City32,Debit Card,Express,20.54
ORD00002839,PROD00002839,USER00002839,2023-01-16,2024-08-29,Electronics,347.42,2,,Not Returned,,19,Male,City33,Credit Card,Next-Day,1.38
ORD00002840,PROD00002840,USER00002840,2024-10-01,2024-11-29,Electronics,178.21,3,Defective,Returned,324.0,35,Male,City72,PayPal,Next-Day,35.32
ORD00002841,PROD00002841,USER00002841,2024-07-31,2023-07-29,Books,257.29,1,Changed mind,Returned,-368.0,62,Female,City87,Debit Card,Next-Day,18.57
ORD00002842,PROD00002842,USER00002842,2024-02-10,2024-08-29,Electronics,412.69,2,,Not Returned,,52,Male,City2,Debit Card,Express,4.06
ORD00002843,PROD00002843,USER00002843,2023-12-01,2024-12-26,Books,72.39,3,Defective,Returned,714.0,39,Male,City7,PayPal,Express,12.17
ORD00002844,PROD00002844,USER00002844,2024-10-26,2024-08-29,Books,429.23,2,,Not Returned,,23,Male,City57,PayPal,Express,39.93
ORD00002845,PROD00002845,USER00002845,2023-08-14,2024-08-29,Home,297.58,2,,Not Returned,,58,Female,City56,Gift Card,Express,40.67
ORD00002846,PROD00002846,USER00002846,2024-05-29,2024-04-06,Books,286.41,3,Wrong item,Returned,6.0,66,Female,City59,PayPal,Express,39.46
ORD00002847,PROD00002847,USER00002847,2024-04-03,2024-08-29,Toys,71.36,3,,Not Returned,,27,Male,City59,PayPal,Standard,49.86
ORD00002848,PROD00002848,USER00002848,2024-02-28,2023-06-03,Clothing,234.67,3,Changed mind,Returned,-359.0,33,Male,City49,PayPal,Express,1.0
ORD00002849,PROD00002849,USER00002849,2024-04-28,2023-01-10,Electronics,183.39,1,Wrong item,Returned,-210.0,20,Male,City66,Debit Card,Express,23.08
ORD00002850,PROD00002850,USER00002850,2023-01-22,2024-07-17,Clothing,342.24,5,Wrong item,Returned,542.0,24,Male,City12,Credit Card,Next-Day,22.22
ORD00002851,PROD00002851,USER00002851,2024-09-06,2023-12-15,Clothing,313.31,2,Changed mind,Returned,-177.0,63,Female,City17,Credit Card,Express,14.69
ORD00002852,PROD00002852,USER00002852,2023-05-31,2023-07-25,Books,411.22,2,Changed mind,Returned,55.0,27,Male,City18,Gift Card,Express,40.86
ORD00002853,PROD00002853,USER00002853,2023-09-16,2023-12-20,Home,25.73,5,Changed mind,Returned,95.0,33,Male,City81,Credit Card,Express,3.2
ORD00002854,PROD00002854,USER00002854,2024-03-02,2024-12-04,Toys,215.72,2,Defective,Returned,69.0,22,Male,City37,Gift Card,Express,12.24
ORD00002855,PROD00002855,USER00002855,2024-11-24,2023-02-07,Toys,408.4,4,Changed mind,Returned,-511.0,39,Female,City81,PayPal,Standard,5.41
ORD00002856,PROD00002856,USER00002856,2024-11-30,2024-08-29,Clothing,455.74,5,,Not Returned,,42,Female,City52,Credit Card,Express,13.31
ORD00002857,PROD00002857,USER00002857,2024-03-19,2024-10-07,Clothing,28.66,5,Not as described,Returned,113.0,28,Female,City57,PayPal,Express,7.97
ORD00002858,PROD00002858,USER00002858,2023-03-20,2024-08-29,Clothing,480.9,4,,Not Returned,,60,Male,City89,Credit Card,Express,35.63
ORD00002859,PROD00002859,USER00002859,2024-05-02,2023-01-03,Home,433.0,5,Defective,Returned,-341.0,55,Female,City36,Credit Card,Next-Day,17.44
ORD00002860,PROD00002860,USER00002860,2024-06-02,2023-12-19,Home,266.57,1,Wrong item,Returned,-49.0,53,Male,City50,PayPal,Next-Day,12.28
ORD00002861,PROD00002861,USER00002861,2023-10-02,2023-12-16,Home,210.68,4,Changed mind,Returned,309.0,26,Male,City90,PayPal,Express,16.1
ORD00002862,PROD00002862,USER00002862,2023-05-18,2024-08-29,Home,116.58,3,,Not Returned,,20,Male,City69,Debit Card,Standard,5.92
ORD00002863,PROD00002863,USER00002863,2023-09-12,2024-08-29,Electronics,116.14,3,,Not Returned,,23,Male,City2,PayPal,Next-Day,19.98
ORD00002864,PROD00002864,USER00002864,2023-07-17,2024-08-29,Electronics,475.84,2,,Not Returned,,63,Male,City10,Debit Card,Next-Day,42.43
ORD00002865,PROD00002865,USER00002865,2023-03-12,2024-08-29,Electronics,23.29,2,,Not Returned,,43,Male,City9,Debit Card,Next-Day,36.97
ORD00002866,PROD00002866,USER00002866,2023-01-31,2024-11-25,Home,324.93,3,Wrong item,Returned,664.0,54,Male,City4,PayPal,Express,29.62
ORD00002867,PROD00002867,USER00002867,2023-08-13,2024-08-29,Books,239.72,4,,Not Returned,,61,Male,City72,PayPal,Express,10.3
ORD00002868,PROD00002868,USER00002868,2024-12-05,2024-04-01,Books,55.22,1,Not as described,Returned,-129.0,38,Male,City16,Credit Card,Standard,32.21
ORD00002869,PROD00002869,USER00002869,2023-05-15,2024-08-29,Books,234.16,5,,Not Returned,,62,Female,City30,PayPal,Express,42.13
ORD00002870,PROD00002870,USER00002870,2023-11-13,2024-06-22,Home,129.2,4,Changed mind,Returned,222.0,54,Female,City11,Debit Card,Next-Day,12.53
ORD00002871,PROD00002871,USER00002871,2024-12-27,2023-04-20,Books,119.47,5,Defective,Returned,-617.0,22,Female,City32,Credit Card,Next-Day,48.96
ORD00002872,PROD00002872,USER00002872,2024-10-04,2023-03-17,Books,389.48,4,Defective,Returned,-390.0,43,Female,City34,Gift Card,Next-Day,32.45
ORD00002873,PROD00002873,USER00002873,2024-03-21,2023-05-07,Clothing,403.1,1,Wrong item,Returned,-260.0,22,Female,City55,Debit Card,Next-Day,25.64
ORD00002874,PROD00002874,USER00002874,2023-11-28,2023-08-25,Clothing,360.79,3,Wrong item,Returned,-95.0,55,Male,City26,Debit Card,Express,20.9
ORD00002875,PROD00002875,USER00002875,2024-09-21,2024-08-29,Books,392.08,5,,Not Returned,,63,Female,City89,Gift Card,Next-Day,25.24
ORD00002876,PROD00002876,USER00002876,2023-10-08,2024-07-20,Books,49.67,5,Not as described,Returned,345.0,18,Male,City49,Gift Card,Express,47.92
ORD00002877,PROD00002877,USER00002877,2024-09-16,2024-08-29,Toys,288.02,1,,Not Returned,,33,Female,City8,Debit Card,Express,34.35
ORD00002878,PROD00002878,USER00002878,2023-01-23,2024-10-17,Clothing,322.22,2,Not as described,Returned,633.0,26,Female,City59,Debit Card,Express,34.23
ORD00002879,PROD00002879,USER00002879,2023-09-03,2023-10-28,Books,201.09,4,Changed mind,Returned,233.0,57,Male,City95,Debit Card,Express,39.22
ORD00002880,PROD00002880,USER00002880,2023-02-04,2024-08-29,Toys,210.92,4,,Not Returned,,44,Male,City22,PayPal,Standard,46.28
ORD00002881,PROD00002881,USER00002881,2023-12-31,2024-02-26,Clothing,408.87,2,Defective,Returned,57.0,22,Female,City42,Debit Card,Next-Day,15.18
ORD00002882,PROD00002882,USER00002882,2023-07-29,2024-06-17,Home,429.38,5,Changed mind,Returned,324.0,28,Male,City43,Debit Card,Express,4.27
ORD00002883,PROD00002883,USER00002883,2023-07-15,2024-12-07,Books,223.96,2,Wrong item,Returned,363.0,20,Female,City87,Gift Card,Standard,16.19
ORD00002884,PROD00002884,USER00002884,2024-12-29,2024-08-29,Books,119.43,3,,Not Returned,,49,Male,City58,Debit Card,Standard,13.02
ORD00002885,PROD00002885,USER00002885,2024-04-05,2024-02-20,Toys,94.84,2,Not as described,Returned,-74.0,47,Female,City6,Credit Card,Express,35.24
ORD00002886,PROD00002886,USER00002886,2023-12-01,2024-10-30,Electronics,499.71,2,Defective,Returned,657.0,55,Male,City69,Credit Card,Next-Day,36.85
ORD00002887,PROD00002887,USER00002887,2024-06-03,2024-08-29,Electronics,396.76,4,,Not Returned,,27,Male,City10,Debit Card,Standard,9.54
ORD00002888,PROD00002888,USER00002888,2023-12-05,2024-08-29,Electronics,496.73,3,,Not Returned,,70,Male,City5,Credit Card,Express,32.6
ORD00002889,PROD00002889,USER00002889,2024-01-21,2024-08-29,Clothing,115.78,2,,Not Returned,,61,Female,City92,Credit Card,Next-Day,13.87
ORD00002890,PROD00002890,USER00002890,2024-12-30,2023-07-04,Electronics,230.22,1,Defective,Returned,-633.0,43,Female,City67,PayPal,Standard,49.44
ORD00002891,PROD00002891,USER00002891,2024-07-16,2024-08-29,Home,368.87,2,,Not Returned,,24,Male,City38,PayPal,Express,21.04
ORD00002892,PROD00002892,USER00002892,2024-01-11,2024-08-29,Home,396.86,3,,Not Returned,,45,Male,City23,Gift Card,Next-Day,15.35
ORD00002893,PROD00002893,USER00002893,2024-03-16,2024-08-29,Clothing,439.19,5,,Not Returned,,63,Male,City31,Credit Card,Express,41.06
ORD00002894,PROD00002894,USER00002894,2024-05-27,2024-07-20,Toys,280.32,2,Defective,Returned,54.0,56,Male,City100,Credit Card,Next-Day,0.94
ORD00002895,PROD00002895,USER00002895,2024-08-02,2024-12-03,Clothing,271.44,5,Defective,Returned,33.0,68,Female,City71,PayPal,Next-Day,2.32
ORD00002896,PROD00002896,USER00002896,2023-06-14,2024-08-29,Toys,178.29,3,,Not Returned,,20,Male,City45,PayPal,Next-Day,6.02
ORD00002897,PROD00002897,USER00002897,2024-04-15,2024-08-29,Toys,131.25,5,,Not Returned,,26,Male,City91,PayPal,Standard,36.16
ORD00002898,PROD00002898,USER00002898,2024-12-05,2024-09-04,Electronics,16.36,3,Defective,Returned,-33.0,20,Male,City68,PayPal,Next-Day,33.88
ORD00002899,PROD00002899,USER00002899,2023-08-27,2024-08-30,Books,181.39,5,Wrong item,Returned,369.0,62,Female,City68,PayPal,Standard,13.64
ORD00002900,PROD00002900,USER00002900,2024-06-14,2023-09-20,Toys,414.31,3,Wrong item,Returned,-268.0,36,Male,City45,Credit Card,Standard,44.92
ORD00002901,PROD00002901,USER00002901,2023-11-24,2024-08-29,Toys,318.97,3,,Not Returned,,28,Female,City58,Debit Card,Express,9.45
ORD00002902,PROD00002902,USER00002902,2024-06-16,2024-08-29,Electronics,337.04,1,,Not Returned,,48,Male,City46,PayPal,Standard,48.02
ORD00002903,PROD00002903,USER00002903,2023-10-30,2024-04-06,Books,263.53,3,Not as described,Returned,218.0,50,Male,City43,Debit Card,Next-Day,40.19
ORD00002904,PROD00002904,USER00002904,2023-10-26,2024-08-29,Toys,388.36,3,,Not Returned,,58,Male,City46,Credit Card,Standard,49.02
ORD00002905,PROD00002905,USER00002905,2024-11-16,2023-10-30,Toys,430.82,1,Defective,Returned,-383.0,50,Female,City47,Credit Card,Express,25.64
ORD00002906,PROD00002906,USER00002906,2023-10-07,2024-08-29,Books,352.57,1,,Not Returned,,40,Male,City48,PayPal,Standard,29.32
ORD00002907,PROD00002907,USER00002907,2024-01-18,2023-09-28,Books,339.87,3,Defective,Returned,-112.0,24,Male,City45,Debit Card,Next-Day,46.28
ORD00002908,PROD00002908,USER00002908,2024-12-31,2024-08-29,Books,73.33,5,,Not Returned,,38,Male,City87,PayPal,Standard,30.29
ORD00002909,PROD00002909,USER00002909,2023-03-05,2024-09-26,Home,49.96,2,Wrong item,Returned,512.0,53,Male,City78,Debit Card,Standard,47.73
ORD00002910,PROD00002910,USER00002910,2023-07-15,2024-08-29,Home,482.35,5,,Not Returned,,32,Male,City54,PayPal,Express,40.16
ORD00002911,PROD00002911,USER00002911,2024-01-30,2024-08-29,Books,374.06,5,,Not Returned,,50,Female,City27,Gift Card,Next-Day,35.49
ORD00002912,PROD00002912,USER00002912,2024-11-12,2024-08-29,Clothing,446.15,3,,Not Returned,,38,Male,City26,Credit Card,Standard,36.28
ORD00002913,PROD00002913,USER00002913,2023-03-12,2024-08-29,Clothing,439.17,2,,Not Returned,,30,Male,City60,Gift Card,Standard,0.53
ORD00002914,PROD00002914,USER00002914,2024-04-13,2024-08-29,Books,8.78,1,,Not Returned,,44,Female,City93,PayPal,Express,18.5
ORD00002915,PROD00002915,USER00002915,2024-06-28,2024-08-29,Home,307.99,1,,Not Returned,,32,Male,City61,Debit Card,Next-Day,18.73
ORD00002916,PROD00002916,USER00002916,2023-07-29,2024-06-05,Toys,55.94,4,Changed mind,Returned,282.0,59,Male,City68,Credit Card,Next-Day,24.59
ORD00002917,PROD00002917,USER00002917,2024-06-04,2024-01-04,Toys,83.83,5,Defective,Returned,-5.0,19,Female,City98,Debit Card,Next-Day,16.33
ORD00002918,PROD00002918,USER00002918,2024-05-30,2024-08-29,Toys,344.95,3,,Not Returned,,60,Male,City59,Gift Card,Standard,0.09
